,uic,Station,Code,Lat-coord,Lng-coord,Type,Type code,Randstad
443,8400542,Rotterdam Lombardijen,RLB,51.880001068115,4.531388759613,stoptreinstation,0,1.0
444,8400531,Rotterdam Noord,RTN,51.942222595215,4.4816665649414,stoptreinstation,0,1.0
445,8400534,Rotterdam Stadion,RTST,51.893890380859,4.5197219848633,facultatiefStation,2,1.0
446,8400533,Rotterdam Zuid,RTZ,51.904445648193,4.5102777481079,stoptreinstation,0,1.0
448,8400537,Ruurlo,RL,52.0810888,6.4492656,stoptreinstation,0,0.0
450,8400543,Santpoort Noord,SPTN,52.43388748169,4.6325001716614,stoptreinstation,0,1.0
451,8400544,Santpoort Zuid,SPTZ,52.419723510742,4.6313886642456,stoptreinstation,0,1.0
452,8400603,Sassenheim,SSH,52.215278,4.517222,stoptreinstation,0,1.0
453,8400547,Sauwerd,SWD,53.29113,6.5404,stoptreinstation,0,0.0
454,8400549,Schagen,SGN,52.784442901611,4.8052778244019,stoptreinstation,0,0.0
455,8400551,Scheemda,SDA,53.1655362,6.9777775,stoptreinstation,0,0.0
457,8400553,Schiedam Centrum,SDM,51.921243812803,4.4089937210083,stoptreinstation,0,1.0
458,8400555,Schin op Geul,SOG,50.856388092041,5.8722224235535,stoptreinstation,0,0.0
459,8400554,Schinnen,SN,50.939167022705,5.8744444847107,stoptreinstation,0,0.0
460,8400561,Schiphol Airport,SHL,52.30944442749,4.7619442939758,megastation,1,1.0
469,8400564,Sittard,STD,51.001667022705,5.8586111068726,knooppuntIntercitystation,1,0.0
470,8400565,Sliedrecht,SDT,51.829723358154,4.7783331871033,stoptreinstation,0,1.0
471,8400497,Sliedrecht Baanhoek,SDTB,51.829722,4.743333,stoptreinstation,0,1.0
472,8400566,Sneek,SK,53.0328688,5.6523969,knooppuntStoptreinstation,0,0.0
473,8400574,Sneek Noord,SKND,53.0409319,5.6631808,stoptreinstation,0,0.0
474,8400567,Soest,ST,52.173332214355,5.3099999427795,knooppuntStoptreinstation,0,1.0
475,8400571,Soest Zuid,STZ,52.165279388428,5.3030557632446,stoptreinstation,0,1.0
476,8400569,Soestdijk,SD,52.183612823486,5.3000001907349,stoptreinstation,0,1.0
477,8400572,Spaubeek,SBK,50.94327,5.850529,stoptreinstation,0,0.0
479,8400575,Stavoren,STV,52.8865535,5.3600212,stoptreinstation,0,0.0
480,8400576,Stedum,STM,53.3262092,6.6875551,stoptreinstation,0,0.0
481,8400578,Steenwijk,SWK,52.791510992432,6.1145557632446,intercitystation,1,0.0
487,8400582,Susteren,SRN,51.061389923096,5.8630557060242,stoptreinstation,0,0.0
488,8400583,Swalmen,SM,51.23582,6.03228,stoptreinstation,0,0.0
489,8400591,Tegelen,TG,51.33894,6.14253,stoptreinstation,0,0.0
490,8400592,Terborg,TBG,51.9224549,6.3642466,stoptreinstation,0,0.0
491,8400596,Tiel,TL,51.889446258545,5.4222221374512,knooppuntStoptreinstation,0,0.0
492,8400600,Tiel Passewaaij,TPSW,51.873889923096,5.39222240448,stoptreinstation,0,0.0
493,8400597,Tilburg,TB,51.560554504395,5.0836110115051,knooppuntIntercitystation,1,0.0
494,8400598,Tilburg Reeshof,TBR,51.573612213135,4.9944443702698,stoptreinstation,0,0.0
495,8400594,Tilburg Universiteit,TBU,51.564985,5.051778,stoptreinstation,0,0.0
498,8400599,Twello,TWL,52.237777709961,6.0986108779907,stoptreinstation,0,0.0
499,8400615,Uitgeest,UTG,52.521667480469,4.7016668319702,knooppuntStoptreinstation,0,0.0
500,8400617,Uithuizen,UHZ,53.4099568,6.6748869,stoptreinstation,0,0.0
501,8400618,Uithuizermeeden,UHM,53.4145845,6.7202975,stoptreinstation,0,0.0
504,8400619,Usquert,UST,53.4014742,6.6093776,stoptreinstation,0,0.0
505,8400621,Utrecht Centraal,UT,52.088890075684,5.1102776527405,megastation,1,1.0
506,8400607,Utrecht Leidsche Rijn,UTLR,52.09896,5.06523,stoptreinstation,0,1.0
507,8400623,Utrecht Lunetten,UTLN,52.06555557251,5.144166469574,stoptreinstation,0,1.0
508,8400624,Utrecht Maliebaan,UTM,52.087776184082,5.1313886642456,stoptreinstation,0,1.0
509,8400620,Utrecht Overvecht,UTO,52.110000610352,5.1247220039368,knooppuntStoptreinstation,0,1.0
510,8400614,Utrecht Terwijde,UTT,52.1000753,5.0439547,stoptreinstation,0,1.0
511,8400606,Utrecht Vaartsche Rijn,UTVR,52.078889,5.121667,knooppuntStoptreinstation,0,1.0
512,8400613,Utrecht Zuilen,UTZL,52.103055,5.09,stoptreinstation,0,1.0
514,8400632,Valkenburg,VK,50.869720458984,5.8322219848633,knooppuntSneltreinstation,1,0.0
515,8400635,Varsseveld,VSV,51.937257,6.458839,stoptreinstation,0,0.0
516,8400636,Veendam,VDM,53.10324,6.88475,knooppuntStoptreinstation,0,0.0
517,8400627,Veenendaal Centrum,VNDC,52.020000457764,5.548611164093,knooppuntStoptreinstation,0,0.0
518,8400628,Veenendaal West,VNDW,52.028057098389,5.531388759613,stoptreinstation,0,0.0
519,8400637,Veenendaal-De Klomp,KLP,52.045833587646,5.5738887786865,stoptreinstation,0,0.0
520,8400640,Velp,VP,51.994720458984,5.9802780151367,stoptreinstation,0,0.0
522,8400644,Venlo,VL,51.363609313965,6.1727776527405,knooppuntIntercitystation,1,0.0
523,8400646,Venray,VRY,51.526568099007,6.0141777992248,knooppuntStoptreinstation,0,0.0
524,8400647,Vierlingsbeek,VLB,51.59193,5.99714,stoptreinstation,0,0.0
527,8400651,Vleuten,VTN,52.103056,5.007404,stoptreinstation,0,1.0
528,8400652,Vlissingen,VS,51.445835113525,3.5952777862549,knooppuntIntercitystation,1,0.0
529,8400653,Vlissingen Souburg,VSS,51.464721679688,3.5952777862549,stoptreinstation,0,0.0
530,8400656,Voerendaal,VDL,50.887222290039,5.9302778244019,stoptreinstation,0,0.0
531,8400658,Voorburg,VB,52.066665649414,4.3594446182251,stoptreinstation,0,1.0
532,8400655,Voorhout,VH,52.224445343018,4.4844446182251,stoptreinstation,0,1.0
533,8400659,Voorschoten,VST,52.1252784729,4.4324998855591,stoptreinstation,0,1.0
534,8400668,Voorst-Empe,VEM,52.157501220703,6.1436109542847,stoptreinstation,0,0.0
535,8400661,Vorden,VD,52.1071949,6.3170457,stoptreinstation,0,0.0
536,8400664,Vriezenveen,VZ,52.40203,6.60041,stoptreinstation,0,0.0
537,8400666,Vroomshoop,VHP,52.4571921,6.5696679,stoptreinstation,0,0.0
538,8400667,Vught,VG,51.655555725098,5.2919445037842,stoptreinstation,0,0.0
539,8400675,Waddinxveen,WAD,52.044166564941,4.6497220993042,stoptreinstation,0,1.0
540,8400674,Waddinxveen Noord,WADN,52.055000305176,4.6483335494995,stoptreinstation,0,1.0
541,8400677,Waddinxveen Triangel,WADT,52.02725,4.6491,stoptreinstation,0,1.0
542,8400679,Warffum,WFM,53.3908431,6.5671364,stoptreinstation,0,0.0
544,8400684,Weert,WT,51.248611450195,5.7036108970642,intercitystation,1,0.0
545,8400685,Weesp,WP,52.3127784729,5.0430555343628,knooppuntStoptreinstation,0,1.0
546,8400686,Wehl,WL,51.9578065,6.213844,stoptreinstation,0,0.0
549,8400688,Westervoort,WTV,51.96286,5.9695,stoptreinstation,0,0.0
550,8400690,Wezep,WZ,52.454166412354,6.0025000572205,stoptreinstation,0,0.0
553,8400691,Wierden,WDN,52.361389160156,6.5916666984558,knooppuntStoptreinstation,0,0.0
554,8400710,Wijchen,WC,51.811668395996,5.730833530426,stoptreinstation,0,0.0
555,8400711,Wijhe,WH,52.390277862549,6.1405553817749,intercitystation,1,0.0
557,8400696,Winschoten,WS,53.1392377,7.035101,knooppuntStoptreinstation,0,0.0
558,8400697,Winsum,WSM,53.3300994,6.5202905,stoptreinstation,0,0.0
559,8400698,Winterswijk,WW,51.9677307,6.7155181,knooppuntStoptreinstation,0,0.0
560,8400700,Winterswijk West,WWW,51.97453,6.70417,stoptreinstation,0,0.0
561,8400702,Woerden,WD,52.084999084473,4.8936109542847,knooppuntStoptreinstation,0,1.0
562,8400704,Wolfheze,WF,52.005554199219,5.7936110496521,stoptreinstation,0,0.0
564,8400705,Wolvega,WV,52.880832672119,6.0036110877991,stoptreinstation,0,0.0
566,8400706,Workum,WK,52.9724864,5.4564285,stoptreinstation,0,0.0
567,8400707,Wormerveer,WM,52.489166259766,4.7922220230103,stoptreinstation,0,0.0
573,8400731,Zaandam,ZD,52.438888549805,4.8136110305786,knooppuntIntercitystation,1,1.0
574,8400728,Zaandam Kogerveld,ZDK,52.456665039062,4.8202776908875,stoptreinstation,0,1.0
575,8400364,Zaandijk Zaanse Schans,ZZS,52.469165802002,4.8049998283386,knooppuntStoptreinstation,0,1.0
576,8400732,Zaltbommel,ZBM,51.80888748169,5.2633333206177,stoptreinstation,0,0.0
577,8400733,Zandvoort aan Zee,ZVT,52.3752784729,4.5327777862549,stoptreinstation,0,1.0
578,8400734,Zetten-Andelst,ZA,51.920056,5.7228408,stoptreinstation,0,0.0
579,8400735,Zevenaar,ZV,51.923053741455,6.0719442367554,knooppuntStoptreinstation,0,0.0
580,8400737,Zevenbergen,ZVB,51.64042,4.60904,stoptreinstation,0,0.0
581,8400741,Zoetermeer,ZTM,52.047500610352,4.4772224426269,knooppuntStoptreinstation,0,1.0
582,8400740,Zoetermeer Oost,ZTMO,52.046390533447,4.4927778244019,stoptreinstation,0,1.0
583,8400742,Zuidbroek,ZB,53.159612280006,6.8679141998291,knooppuntStoptreinstation,0,0.0
584,8400743,Zuidhorn,ZH,53.2486292,6.4062361,stoptreinstation,0,0.0
586,8400744,Zutphen,ZP,52.145278930664,6.1941666603088,knooppuntIntercitystation,1,0.0
587,8400752,Zwijndrecht,ZWD,51.814998626709,4.6416668891907,stoptreinstation,0,1.0
589,8400747,Zwolle,ZL,52.504722595215,6.0919442176819,knooppuntIntercitystation,1,0.0
590,8400746,Zwolle Stadshagen,ZLSH,52.52764,6.05146,stoptreinstation,0,0.0
